Player_ID,First_Name,Last_Name,Gamer_Handle_IGN,Gender,DOB,Email,Phone,Country,MMR_Rating
P0032,Aman,Yadav,SilentAman36,Male,2004-07-03,amanyadav0032@estcgp.gg,+918908915561,India,2031
P0033,Sam,Patel,NexusSam27,Male,2001-07-22,sampatel0033@estcgp.gg,+17535096683,USA,4018
P0034,Sara,Yadav,ApexSara99,Female,2006-06-13,sarayadav0034@estcgp.gg,+919490889674,India,4921
P0035,Sara,Singh,PhoenixSara58,Female,2003-07-10,sarasingh0035@estcgp.gg,+917112715908,India,2304
P0036,Aman,Khan,VortexAman96,Male,2002-07-16,amankhan0036@estcgp.gg,+19423155108,USA,4290
P0037,John,Yadav,ShadowJohn19,Male,1996-02-09,johnyadav0037@estcgp.gg,+17925526548,USA,2957
P0038,Riya,Jackson,StormRiya56,Female,2004-06-10,riyajackson0038@estcgp.gg,+919280270352,India,4002
P0039,Sam,Patel,OmegaSam12,Male,2004-05-01,sampatel0039@estcgp.gg,+917875490814,India,2909
P0040,Riya,Khan,ApexRiya71,Female,2007-02-21,riyakhan0040@estcgp.gg,+917552310362,India,4252
P0041,Riya,Patel,FrostRiya3,Female,2002-11-07,riyapatel0041@estcgp.gg,+918346001266,India,2946
P0042,Alex,Patel,NovaAlex30,Male,1998-12-06,alexpatel0042@estcgp.gg,+917211665900,India,0
P0043,Sara,Verma,DragonSara91,Female,2002-10-06,saraverma0043@estcgp.gg,+919832293882,India,1704
P0044,Sam,Patel,PulseSam66,Male,2002-12-03,sampatel0044@estcgp.gg,+19091257311,USA,588
P0045,Aman,Khan,CrimsonAman7,Male,1998-02-02,amankhan0045@estcgp.gg,+918497546416,India,3587
P0046,Sara,Yadav,ApexSara91,Female,2004-09-25,sarayadav0046@estcgp.gg,+917748333644,India,1004
P0047,Aman,Yadav,PixelAman34,Male,2002-05-14,amanyadav0047@estcgp.gg,+918277478305,India,3779
P0048,Riya,Khan,PrimeRiya37,Female,2000-10-23,riyakhan0048@estcgp.gg,+919379324799,India,3546
P0049,Riya,Yadav,ApexRiya21,Female,2007-04-04,riyayadav0049@estcgp.gg,+919800293311,India,2386
P0050,Alex,Patel,BlazeAlex29,Male,1996-02-25,alexpatel0050@estcgp.gg,+18092616450,USA,3589
P0051,Sara,Khan,NeonSara57,Female,2005-05-04,sarakhan0051@estcgp.gg,+917443270072,India,3268
P0052,Sam,Patel,RapidSam54,Male,2005-02-02,sampatel0052@estcgp.gg,+19471788104,USA,4571
P0053,Alex,Shah,NeonAlex43,Male,1998-12-16,alexshah0053@estcgp.gg,+918002209742,India,123
P0054,Aman,Singh,ApexAman90,Male,2001-02-01,amansingh0054@estcgp.gg,+919104362075,India,4558
P0055,Alex,Patel,PrimeAlex18,Male,1997-05-15,alexpatel0055@estcgp.gg,+917065748844,India,1167
P0056,John,Khan,BlazeJohn32,Male,2007-01-21,johnkhan0056@estcgp.gg,+919235486847,India,2244
P0057,Sara,Singh,ShadowSara46,Female,2001-03-14,sarasingh0057@estcgp.gg,+918873867200,India,2127
P0058,Riya,Patel,TitanRiya25,Female,2001-06-25,riyapatel0058@estcgp.gg,+918498846249,India,3776
P0059,Sara,Patel,IronSara22,Female,1997-03-24,sarapatel0059@estcgp.gg,+917686952002,India,2015
P0060,Sam,Brown,PrimeSam99,Male,2006-07-02,sambrown0060@estcgp.gg,+919573959485,India,4664
P0061,Aman,Khan,StormAman20,Male,1997-08-14,amankhan0061@estcgp.gg,+919369342562,India,3425
P0062,Sam,Khan,CyberSam55,Male,2002-01-13,samkhan0062@estcgp.gg,+918691256520,India,4448
P0063,John,Singh,FrostJohn77,Male,1997-09-08,johnsingh0063@estcgp.gg,+918722081784,India,4183
P0064,Aman,Mehta,HyperAman14,Male,2004-01-26,amanmehta0064@estcgp.gg,+918981521049,India,1146
P0065,Sara,Patel,TitanSara19,Female,2004-09-24,sarapatel0065@estcgp.gg,+918942786374,India,4989
P0066,Alex,Yadav,ShadowAlex31,Male,2004-01-18,alexyadav0066@estcgp.gg,+917809279952,India,3522
P0067,Aman,Singh,VortexAman55,Male,2002-01-16,amansingh0067@estcgp.gg,+918172239807,India,710
P0068,John,Yadav,RogueJohn79,Male,1996-06-07,johnyadav0068@estcgp.gg,+18971212840,USA,4612
P0069,Sara,Yadav,PrimeSara97,Female,1998-08-25,sarayadav0069@estcgp.gg,+917884895215,India,4123
P0070,Aman,Singh,RogueAman29,Male,2005-07-02,amansingh0070@estcgp.gg,+918678321918,India,4461
P0071,John,Bansal,VortexJohn55,Male,2006-12-07,johnbansal0071@estcgp.gg,+919422340307,India,882
P0072,Alex,Gupta,HyperAlex68,Male,1999-01-02,alexgupta0072@estcgp.gg,+17071363159,USA,3310
P0073,Sara,Yadav,RogueSara65,Female,2007-11-20,sarayadav0073@estcgp.gg,+18688400302,USA,1822
P0074,Sara,Khan,NeonSara76,Female,1998-08-03,sarakhan0074@estcgp.gg,+919114511688,India,4779
P0075,Aman,Kumar,SilentAman89,Male,2006-08-03,amankumar0075@estcgp.gg,+919296512567,India,4329
P0076,Sara,Patel,OmegaSara23,Female,2004-01-02,sarapatel0076@estcgp.gg,+919101013816,India,3149
P0077,Sara,Yadav,PrimeSara90,Female,1999-12-04,sarayadav0077@estcgp.gg,+917117572164,India,0
P0078,Riya,Kapoor,NovaRiya54,Female,2004-04-15,riyakapoor0078@estcgp.gg,+919062577707,India,1004
P0079,Alex,Davis,SilentAlex20,Male,1996-04-09,alexdavis0079@estcgp.gg,+919145011232,India,3049
P0080,Sara,Patel,FrostSara73,Female,1998-03-26,sarapatel0080@estcgp.gg,+17074089493,USA,1122
P0081,Sam,Khan,NeonSam25,Male,1997-05-06,samkhan0081@estcgp.gg,+919986422912,India,2467
P0082,Sam,Patel,ApexSam60,Male,2003-01-20,sampatel0082@estcgp.gg,+918067698960,India,585
P0083,Riya,Patel,ApexRiya50,Female,1997-02-24,riyapatel0083@estcgp.gg,+919556188928,India,1219
P0084,Sara,Yadav,IronSara8,Female,2004-12-06,sarayadav0084@estcgp.gg,+917824671635,India,3527
P0085,Sara,Singh,StormSara93,Female,2007-01-13,sarasingh0085@estcgp.gg,+919683867486,India,3418
P0086,Sam,Patel,BlazeSam58,Male,2003-11-26,sampatel0086@estcgp.gg,+918410605596,India,2012
P0087,Riya,Brown,VortexRiya18,Female,2006-10-21,riyabrown0087@estcgp.gg,+917753194564,India,621
P0088,Riya,Mehta,PhoenixRiya10,Female,1999-10-17,riyamehta0088@estcgp.gg,+919456123044,India,1841
P0089,Alex,Patel,RogueAlex80,Male,2002-09-26,alexpatel0089@estcgp.gg,+917728358487,India,2779
P0090,Sara,Singh,NitroSara58,Female,2002-04-25,sarasingh0090@estcgp.gg,+918326375602,India,4400
P0091,Riya,Yadav,HyperRiya31,Female,1996-02-25,riyayadav0091@estcgp.gg,+918900220333,India,2598
P0092,Sam,Singh,QuantumSam3,Male,2007-11-26,samsingh0092@estcgp.gg,+917796196304,India,823
P0093,John,Yadav,QuantumJohn78,Male,2007-08-07,johnyadav0093@estcgp.gg,+919405591905,India,955
P0094,Sam,Yadav,LunaSam75,Male,2004-12-20,samyadav0094@estcgp.gg,+917002291011,India,4224
P0095,Alex,Singh,PhoenixAlex52,Male,2001-04-15,alexsingh0095@estcgp.gg,+917077196365,India,440
P0096,Sam,Singh,VortexSam43,Male,2000-02-05,samsingh0096@estcgp.gg,+917152647080,India,3070
P0097,Sam,Patel,ViperSam47,Male,2003-01-03,sampatel0097@estcgp.gg,+917324642402,India,537
P0098,Alex,Kapoor,DragonAlex23,Male,1997-10-25,alexkapoor0098@estcgp.gg,+919853053874,India,4420
P0099,Riya,Khan,HyperRiya74,Female,2007-10-16,riyakhan0099@estcgp.gg,+19455161359,USA,1217
P0100,Aman,Yadav,PhoenixAman3,Male,2007-01-15,amanyadav0100@estcgp.gg,+19197172536,USA,4945
P0101,John,Yadav,ApexJohn53,Male,2005-06-18,johnyadav0101@estcgp.gg,+918481215864,India,1178
P0102,Alex,Kulkarni,CyberAlex20,Male,2002-02-20,alexkulkarni0102@estcgp.gg,+17899320628,USA,3006
P0103,Aman,Singh,RogueAman75,Male,1997-10-05,amansingh0103@estcgp.gg,+917319182460,India,704
P0104,Riya,Singh,TitanRiya86,Female,2000-11-16,riyasingh0104@estcgp.gg,+918224907043,India,338
P0105,Sara,Khan,ViperSara74,Female,2002-04-16,sarakhan0105@estcgp.gg,+917830485718,India,4436
P0106,Sam,Chopra,HyperSam26,Male,2000-01-03,samchopra0106@estcgp.gg,+918313413884,India,152
P0107,Riya,Patel,PrimeRiya67,Female,2003-01-22,riyapatel0107@estcgp.gg,+917203298248,India,4260
P0108,John,Yadav,StormJohn83,Male,1997-08-20,johnyadav0108@estcgp.gg,+918313250394,India,1888
P0109,Sara,Yadav,LunaSara42,Female,1997-10-20,sarayadav0109@estcgp.gg,+919961898275,India,3505
P0110,John,Yadav,OmegaJohn22,Male,1996-05-16,johnyadav0110@estcgp.gg,+917089025162,India,3065
P0111,John,Patel,TitanJohn96,Male,2004-06-02,johnpatel0111@estcgp.gg,+918253458451,India,2620
P0112,Riya,Singh,LunaRiya55,Female,2002-01-14,riyasingh0112@estcgp.gg,+917573639069,India,400
P0113,John,Patel,DragonJohn47,Male,1996-06-05,johnpatel0113@estcgp.gg,+917715116591,India,2286
P0114,Riya,Yadav,PulseRiya93,Female,2006-07-08,riyayadav0114@estcgp.gg,+918285391709,India,1872
P0115,Sam,Khan,ViperSam41,Male,2004-08-07,samkhan0115@estcgp.gg,+917098747305,India,4574
P0116,Sara,Patel,NitroSara46,Female,1998-01-08,sarapatel0116@estcgp.gg,+917943767455,India,2616
P0117,Sam,Khan,OmegaSam37,Male,2005-07-27,samkhan0117@estcgp.gg,+919230289696,India,2243
P0118,Alex,Patel,DragonAlex34,Male,1996-01-24,alexpatel0118@estcgp.gg,+17818080396,USA,4253
P0119,Aman,Khan,BlazeAman14,Male,1997-09-24,amankhan0119@estcgp.gg,+918037985648,India,4740
P0120,Sam,Patel,CyberSam72,Male,2002-07-15,sampatel0120@estcgp.gg,+18265234699,USA,2133
P0121,John,Khan,PixelJohn56,Male,2007-07-10,johnkhan0121@estcgp.gg,+919789504584,India,4476
P0122,Sara,Khan,ApexSara27,Female,1997-08-08,sarakhan0122@estcgp.gg,+917452579200,India,2372
P0123,Sara,Taylor,LunaSara12,Female,1997-06-07,sarataylor0123@estcgp.gg,+917725477227,India,267
P0124,Sara,Martin,IronSara66,Female,2001-07-08,saramartin0124@estcgp.gg,+17814798857,USA,1871
P0125,Riya,Yadav,HyperRiya89,Female,1997-11-11,riyayadav0125@estcgp.gg,+918769178414,India,2388
P0126,Sam,Singh,GhostSam73,Male,2002-07-13,samsingh0126@estcgp.gg,+17324072120,USA,1969
P0127,Riya,Yadav,NitroRiya89,Female,2002-09-06,riyayadav0127@estcgp.gg,+18123543252,USA,2103
P0128,Aman,Yadav,RapidAman19,Male,2002-08-18,amanyadav0128@estcgp.gg,+917292015616,India,224
P0129,Aman,Khan,ShadowAman81,Male,1997-06-21,amankhan0129@estcgp.gg,+919650457799,India,4440
P0130,Alex,Singh,RogueAlex21,Male,2002-10-14,alexsingh0130@estcgp.gg,+919218548177,India,261
P0131,Riya,Patel,KnightRiya81,Female,1997-11-07,riyapatel0131@estcgp.gg,+918709806460,India,1435
P0132,Aman,Singh,ViperAman86,Male,1997-10-23,amansingh0132@estcgp.gg,+17886125646,USA,2289
P0133,John,Khan,LunaJohn67,Male,2006-07-14,johnkhan0133@estcgp.gg,+919101014102,India,4315
P0134,Alex,Brown,PulseAlex35,Male,1999-07-19,alexbrown0134@estcgp.gg,+917310250891,India,2374
P0135,Sara,Singh,GhostSara25,Female,2003-12-15,sarasingh0135@estcgp.gg,+917030913819,India,4713
P0136,John,Khan,FrostJohn48,Male,2000-08-27,johnkhan0136@estcgp.gg,+18180548974,USA,0
P0137,Sara,Yadav,PulseSara99,Female,2006-05-24,sarayadav0137@estcgp.gg,+918448082137,India,1012
P0138,John,Patel,NexusJohn12,Male,2000-03-02,johnpatel0138@estcgp.gg,+918354267398,India,487
P0139,Sam,Singh,PulseSam34,Male,1998-04-25,samsingh0139@estcgp.gg,+19797356438,USA,4890
P0140,Sam,Patel,ApexSam23,Male,2005-06-01,sampatel0140@estcgp.gg,+19052423244,USA,2052
P0141,Riya,Singh,GhostRiya54,Female,2005-07-15,riyasingh0141@estcgp.gg,+918817913106,India,880
P0142,John,Khan,PulseJohn2,Male,2000-03-08,johnkhan0142@estcgp.gg,+917300092062,India,1574
P0143,Sam,Yadav,FrostSam27,Male,1996-02-14,samyadav0143@estcgp.gg,+18022541980,USA,1538
P0144,Riya,Khan,ViperRiya70,Female,2003-12-06,riyakhan0144@estcgp.gg,+918422191300,India,3194
P0145,Aman,Jain,IronAman79,Male,2004-02-04,amanjain0145@estcgp.gg,+918816420040,India,2270
P0146,Sara,Khan,ApexSara81,Female,2002-01-15,sarakhan0146@estcgp.gg,+918262240705,India,3137
P0147,Aman,Yadav,VortexAman15,Male,2005-05-09,amanyadav0147@estcgp.gg,+917878408655,India,4512
P0148,Aman,Patel,NovaAman38,Male,2003-10-03,amanpatel0148@estcgp.gg,+919011610363,India,1895
P0149,Aman,Yadav,GhostAman64,Male,2007-11-15,amanyadav0149@estcgp.gg,+917727591981,India,1802
P0150,Sam,Singh,SilentSam54,Male,1999-10-09,samsingh0150@estcgp.gg,+919011851136,India,4375
P0151,Sam,Brown,RogueSam20,Male,2007-06-28,sambrown0151@estcgp.gg,+918156108447,India,607
P0152,Sam,Yadav,ApexSam63,Male,2001-11-18,samyadav0152@estcgp.gg,+17141142764,USA,2957
P0153,Sara,Khan,PulseSara98,Female,1999-07-27,sarakhan0153@estcgp.gg,+919309662349,India,1941
P0154,Aman,Patel,StormAman50,Male,2000-06-14,amanpatel0154@estcgp.gg,+919639586412,India,3771
P0155,Riya,Patel,PrimeRiya65,Female,2005-11-02,riyapatel0155@estcgp.gg,+19061019930,USA,3450
P0156,Alex,Singh,QuantumAlex40,Male,2005-01-25,alexsingh0156@estcgp.gg,+918425664971,India,3594
P0157,Aman,Singh,RapidAman7,Male,1997-10-14,amansingh0157@estcgp.gg,+917346288826,India,4879
P0158,Sara,Singh,StormSara10,Female,1999-11-26,sarasingh0158@estcgp.gg,+919924468023,India,4430
P0159,Riya,Yadav,HyperRiya63,Female,2004-08-01,riyayadav0159@estcgp.gg,+17550175129,USA,2293
P0160,Sara,Khan,VortexSara24,Female,1999-01-01,sarakhan0160@estcgp.gg,+17462189455,USA,822
P0161,Alex,Khan,PulseAlex39,Male,1996-09-05,alexkhan0161@estcgp.gg,+18267081697,USA,3053
P0162,Alex,Das,LunaAlex58,Male,1996-12-26,alexdas0162@estcgp.gg,+919492883369,India,3187
P0163,Sam,Patel,RogueSam30,Male,2007-08-04,sampatel0163@estcgp.gg,+918272933928,India,4579
P0164,Sam,Yadav,WolfSam82,Male,1996-01-16,samyadav0164@estcgp.gg,+18178813813,USA,3451
P0165,Sam,Patel,FrostSam14,Male,2003-09-06,sampatel0165@estcgp.gg,+17613604647,USA,1139
P0166,Alex,Singh,SilentAlex4,Male,1996-11-11,alexsingh0166@estcgp.gg,+919342678847,India,4698
P0167,Sam,Patel,CyberSam82,Male,1996-05-06,sampatel0167@estcgp.gg,+918193073376,India,727
P0168,Sam,Patel,PixelSam27,Male,2006-10-13,sampatel0168@estcgp.gg,+918528729493,India,4374
P0169,Alex,Khan,CyberAlex10,Male,2000-09-08,alexkhan0169@estcgp.gg,+18403158932,USA,3367
P0170,Sara,Khan,BlazeSara69,Female,2002-03-28,sarakhan0170@estcgp.gg,+917168204505,India,3175
P0171,John,Singh,NeonJohn87,Male,1999-11-20,johnsingh0171@estcgp.gg,+19009465650,USA,920
P0172,Sara,Patel,CrimsonSara87,Female,2000-01-03,sarapatel0172@estcgp.gg,+917245803362,India,3453
P0173,John,Patel,NexusJohn61,Male,2007-02-22,johnpatel0173@estcgp.gg,+918146618466,India,3031
P0174,Aman,Nair,GhostAman33,Male,1997-08-21,amannair0174@estcgp.gg,+919644641713,India,2420
P0175,Sam,Kulkarni,BlazeSam42,Male,2003-10-01,samkulkarni0175@estcgp.gg,+919529799899,India,670
P0176,Alex,Khan,RogueAlex33,Male,2004-05-06,alexkhan0176@estcgp.gg,+918244362549,India,3422
P0177,Sam,Kapoor,RogueSam22,Male,2001-07-15,samkapoor0177@estcgp.gg,+919289913214,India,3713
P0178,Alex,Singh,PulseAlex55,Male,1998-08-08,alexsingh0178@estcgp.gg,+919222451655,India,0
P0179,John,Patel,NovaJohn42,Male,1998-11-20,johnpatel0179@estcgp.gg,+917628542287,India,2398
P0180,John,Khan,PhoenixJohn72,Male,1998-11-11,johnkhan0180@estcgp.gg,+917439887620,India,23
P0181,John,Khan,CyberJohn66,Male,2005-12-17,johnkhan0181@estcgp.gg,+918931477433,India,1458
P0182,Riya,Yadav,ShadowRiya75,Female,2005-06-01,riyayadav0182@estcgp.gg,+917895413975,India,3859
P0183,Aman,Yadav,NitroAman50,Male,2004-12-14,amanyadav0183@estcgp.gg,+919162222183,India,713
P0184,Sam,Yadav,PrimeSam91,Male,2004-01-02,samyadav0184@estcgp.gg,+919513326575,India,2162
P0185,John,Singh,ViperJohn8,Male,1999-06-27,johnsingh0185@estcgp.gg,+917677549277,India,2499
P0186,Aman,Yadav,PhoenixAman23,Male,1997-10-24,amanyadav0186@estcgp.gg,+919044855129,India,822
P0187,John,Yadav,FrostJohn55,Male,2006-03-28,johnyadav0187@estcgp.gg,+918770275837,India,4121
P0188,Riya,Patel,PhoenixRiya96,Female,2005-05-23,riyapatel0188@estcgp.gg,+17914598227,USA,4916
P0189,Sara,Khan,PixelSara88,Female,2006-01-02,sarakhan0189@estcgp.gg,+918764511145,India,2435
P0190,John,Davis,QuantumJohn85,Male,2007-12-08,johndavis0190@estcgp.gg,+918901765118,India,584
P0191,Aman,Patel,NeonAman8,Male,2004-05-07,amanpatel0191@estcgp.gg,+919875335397,India,4010
P0192,John,Patel,SilentJohn15,Male,2006-12-28,johnpatel0192@estcgp.gg,+918170331920,India,3732
P0193,Sara,Singh,OmegaSara58,Female,2006-06-22,sarasingh0193@estcgp.gg,+918381147695,India,1639
P0194,Alex,Yadav,CyberAlex90,Male,2003-04-11,alexyadav0194@estcgp.gg,+917548723065,India,3944
P0195,Aman,Khan,CyberAman50,Male,1999-11-09,amankhan0195@estcgp.gg,+17836491849,USA,4757
P0196,Sam,Yadav,NovaSam60,Male,2004-06-15,samyadav0196@estcgp.gg,+919786332185,India,4924
P0197,Aman,Singh,IronAman16,Male,2002-06-23,amansingh0197@estcgp.gg,+918681002851,India,3613
P0198,Sara,Patel,ViperSara68,Female,2005-08-02,sarapatel0198@estcgp.gg,+17512955336,USA,4434
P0199,John,Patel,ApexJohn81,Male,2003-02-08,johnpatel0199@estcgp.gg,+917190099019,India,4389
P0200,John,Patel,ViperJohn4,Male,2003-07-18,johnpatel0200@estcgp.gg,+918190533524,India,4735
P0201,Sam,Patel,OmegaSam6,Male,2004-04-11,sampatel0201@estcgp.gg,+19145066235,USA,3279
P0202,Aman,Singh,WolfAman78,Male,2000-12-11,amansingh0202@estcgp.gg,+17524292514,USA,4476
P0203,John,Martin,RapidJohn52,Male,2005-03-27,johnmartin0203@estcgp.gg,+919339884944,India,2115
P0204,John,Mehta,TitanJohn89,Male,1999-03-06,johnmehta0204@estcgp.gg,+919481811896,India,323
P0205,Sara,Davis,RapidSara67,Female,1998-05-17,saradavis0205@estcgp.gg,+919506147392,India,2387
P0206,Sara,Singh,HyperSara80,Female,2003-04-11,sarasingh0206@estcgp.gg,+918121488201,India,1552
P0207,Sara,Singh,KnightSara43,Female,1997-06-02,sarasingh0207@estcgp.gg,+918039234574,India,1120
P0208,Sam,Khan,ViperSam44,Male,1999-01-22,samkhan0208@estcgp.gg,+19483952798,USA,4401
P0209,Alex,Singh,OmegaAlex2,Male,1999-01-17,alexsingh0209@estcgp.gg,+919282670276,India,2177
P0210,Aman,Yadav,FrostAman6,Male,2000-01-04,amanyadav0210@estcgp.gg,+918070291624,India,1877
P0211,John,Yadav,ApexJohn69,Male,2003-03-11,johnyadav0211@estcgp.gg,+919903782175,India,431
P0212,Alex,Davis,WolfAlex50,Male,2007-02-24,alexdavis0212@estcgp.gg,+919783557533,India,1993
P0213,Riya,Singh,CyberRiya54,Female,2001-10-07,riyasingh0213@estcgp.gg,+19380484057,USA,2868
P0214,Aman,Patel,GhostAman90,Male,1998-09-02,amanpatel0214@estcgp.gg,+18279510112,USA,4783
P0215,Sam,Yadav,NovaSam17,Male,1999-08-01,samyadav0215@estcgp.gg,+919488959750,India,1676
P0216,Alex,Singh,ApexAlex33,Male,2003-02-21,alexsingh0216@estcgp.gg,+917400799792,India,3055
P0217,Sam,Singh,NeonSam39,Male,1999-06-22,samsingh0217@estcgp.gg,+919079927950,India,3654
P0218,Sara,Patel,WolfSara17,Female,1998-06-21,sarapatel0218@estcgp.gg,+19162277767,USA,4502
P0219,Alex,Singh,PulseAlex13,Male,2006-11-12,alexsingh0219@estcgp.gg,+19300173909,USA,1347
P0220,John,Patel,OmegaJohn15,Male,2003-11-04,johnpatel0220@estcgp.gg,+918948576365,India,4150
P0221,Riya,Yadav,IronRiya63,Female,2001-09-02,riyayadav0221@estcgp.gg,+919003287406,India,3340
P0222,John,Jackson,ShadowJohn32,Male,2000-12-19,johnjackson0222@estcgp.gg,+919838368349,India,4029
P0223,Sara,Singh,PhoenixSara39,Female,2003-12-16,sarasingh0223@estcgp.gg,+918988412326,India,9
P0224,Sara,Khan,NitroSara59,Female,1999-05-17,sarakhan0224@estcgp.gg,+917187183383,India,387
P0225,Riya,Patel,IronRiya30,Female,1998-06-20,riyapatel0225@estcgp.gg,+918503378559,India,2588
P0226,Sara,Patel,BlazeSara87,Female,1996-06-17,sarapatel0226@estcgp.gg,+917849963475,India,4038
P0227,Sam,Patel,ViperSam36,Male,1999-12-17,sampatel0227@estcgp.gg,+917493502727,India,1043
P0228,John,Singh,TitanJohn11,Male,2005-09-26,johnsingh0228@estcgp.gg,+917896471412,India,3017
P0229,Alex,Yadav,IronAlex39,Male,2004-08-27,alexyadav0229@estcgp.gg,+918179033822,India,2443
P0230,Alex,Singh,PhoenixAlex49,Male,1998-07-13,alexsingh0230@estcgp.gg,+919565871343,India,3005
P0231,John,Patel,QuantumJohn2,Male,1998-02-11,johnpatel0231@estcgp.gg,+917325300774,India,2967
P0232,John,Singh,RapidJohn16,Male,1998-09-16,johnsingh0232@estcgp.gg,+919589620879,India,1512
P0233,Alex,Joshi,RogueAlex19,Male,2003-04-17,alexjoshi0233@estcgp.gg,+917929080872,India,1809
P0234,Riya,Singh,WolfRiya15,Female,2001-04-24,riyasingh0234@estcgp.gg,+17737014489,USA,137
P0235,John,Yadav,NeonJohn36,Male,2003-01-13,johnyadav0235@estcgp.gg,+918545665089,India,3109
P0236,Aman,Patel,QuantumAman66,Male,1999-09-08,amanpatel0236@estcgp.gg,+917202141854,India,3677
P0237,Sara,Patel,BlazeSara50,Female,1998-01-22,sarapatel0237@estcgp.gg,+917941435700,India,1758
P0238,Aman,Shah,HyperAman67,Male,2005-11-11,amanshah0238@estcgp.gg,+919070120301,India,3352
P0239,Riya,Patel,HyperRiya33,Female,2007-12-17,riyapatel0239@estcgp.gg,+17973512351,USA,1713
P0240,Alex,Yadav,NitroAlex73,Male,2004-03-05,alexyadav0240@estcgp.gg,+18279319791,USA,1277
P0241,Sara,Khan,SilentSara19,Female,2004-02-03,sarakhan0241@estcgp.gg,+917749159553,India,3840
P0242,Riya,Patel,QuantumRiya84,Female,2005-05-10,riyapatel0242@estcgp.gg,+919601069190,India,1031
P0243,Sam,Patel,SilentSam49,Male,2000-09-27,sampatel0243@estcgp.gg,+919040401782,India,4894
P0244,Sara,Khan,ApexSara60,Female,1998-01-20,sarakhan0244@estcgp.gg,+918557873855,India,2736
P0245,Sara,Patel,NitroSara75,Female,2004-06-14,sarapatel0245@estcgp.gg,+917552505743,India,3439
